Overs,Mdns,Runs,Wkts,Econ,Ave,SR,Opposition,Ground,Start Date,Bowler,Start Date
10.0,10,10,1,4.80,48.0,60.0,Bangladesh,Cardiff,06/09/2017,Trent Boult,2017
10.0,10,10,4,3.50,8.75,15.0,India,Mumbai,10/22/2017,Trent Boult,2017
10.0,10,10,0,5.40,0.0,0.0,India,Pune,10/25/2017,Trent Boult,2017
10.0,10,10,0,8.10,0.0,0.0,India,Kanpur,10/29/2017,Trent Boult,2017
10.0,10,10,0,4.80,0.0,0.0,West Indies,Whangarei,12/20/2017,Trent Boult,2017
10.0,10,10,7,3.40,4.85,8.5,West Indies,Christchurch,12/23/2017,Trent Boult,2017
5.0,5,5,3,3.60,6.0,10.0,West Indies,Christchurch,12/26/2017,Trent Boult,2017
6.0,6,6,2,5.83,17.5,18.0,Pakistan,Wellington,01/06/2018,Trent Boult,2018
10.0,10,10,1,5.40,54.0,60.0,Pakistan,Nelson,01/09/2018,Trent Boult,2018
7.2,7,7,5,2.31,3.4,8.8,Pakistan,Dunedin,01/13/2018,Trent Boult,2018
10.0,10,10,1,7.30,73.0,60.0,Pakistan,Hamilton,01/16/2018,Trent Boult,2018
10.0,10,10,2,6.40,32.0,30.0,England,Hamilton,02/25/2018,Trent Boult,2018
8.0,8,8,2,5.75,23.0,24.0,England,Mount Maunganui,02/28/2018,Trent Boult,2018
10.0,10,10,2,4.70,23.5,30.0,England,Wellington,03/03/2018,Trent Boult,2018
10.0,10,10,2,5.60,28.0,30.0,England,Dunedin,03/07/2018,Trent Boult,2018
6.0,6,6,1,8.33,50.0,36.0,England,Christchurch,03/10/2018,Trent Boult,2018
10.0,10,10,3,5.40,18.0,20.0,Pakistan,Abu Dhabi,11/07/2018,Trent Boult,2018
10.0,10,10,0,6.00,0.0,0.0,Pakistan,Abu Dhabi,11/09/2018,Trent Boult,2018
10.0,10,10,1,8.00,80.0,60.0,Pakistan,Dubai (DSC),11/11/2018,Trent Boult,2018
10.0,10,10,2,6.50,32.5,30.0,Sri Lanka,Mount Maunganui,01/03/2019,Trent Boult,2019
10.0,10,10,1,6.10,61.0,60.0,Sri Lanka,Mount Maunganui,01/05/2019,Trent Boult,2019
6.0,6,6,0,3.16,0.0,0.0,India,Napier,01/23/2019,Trent Boult,2019
10.0,10,10,2,6.10,30.5,30.0,India,Mount Maunganui,01/26/2019,Trent Boult,2019
10.0,10,10,2,4.00,20.0,30.0,India,Mount Maunganui,01/28/2019,Trent Boult,2019
10.0,10,10,5,2.10,4.2,12.0,India,Hamilton,01/31/2019,Trent Boult,2019
9.5,9,9,3,3.96,13.0,19.6,India,Wellington,02/03/2019,Trent Boult,2019
9.5,9,9,3,4.06,13.33,19.6,Bangladesh,Napier,02/13/2019,Trent Boult,2019
10.0,10,10,1,4.90,49.0,60.0,Bangladesh,Christchurch,02/16/2019,Trent Boult,2019
9.0,9,9,2,4.11,18.5,27.0,Bangladesh,Dunedin,02/20/2019,Trent Boult,2019
10.0,10,10,1,6.80,68.0,60.0,England,Chester-le-Street,06/15/2008,Tim Southee,2008
5.0,5,5,2,7.00,17.5,15.0,England,Birmingham,06/18/2008,Tim Southee,2008
10.0,10,10,4,3.80,9.5,15.0,England,Bristol,06/21/2008,Tim Southee,2008
10.0,10,10,3,4.70,15.66,20.0,England,The Oval,06/25/2008,Tim Southee,2008
9.0,9,9,3,5.44,16.33,18.0,England,Lord's,06/28/2008,Tim Southee,2008
6.0,6,6,3,3.66,7.33,12.0,Ireland,Aberdeen,07/01/2008,Tim Southee,2008
4.0,4,4,0,3.00,0.0,0.0,Scotland,Aberdeen,07/03/2008,Tim Southee,2008
9.0,9,9,0,4.55,0.0,0.0,Bangladesh,Dhaka,10/09/2008,Tim Southee,2008
9.0,9,9,1,3.66,33.0,54.0,Bangladesh,Dhaka,10/11/2008,Tim Southee,2008
10.0,10,10,1,4.00,40.0,60.0,Bangladesh,Chattogram,10/14/2008,Tim Southee,2008
7.4,7,7,2,4.30,16.5,23.0,West Indies,Queenstown,12/31/2008,Tim Southee,2008
5.5,5,5,1,6.51,38.0,35.0,West Indies,Christchurch,01/03/2009,Tim Southee,2009
10.0,10,10,2,3.60,18.0,30.0,West Indies,Wellington,01/07/2009,Tim Southee,2009
0.3,0,0,0,20.00,0.0,0.0,West Indies,Auckland,01/10/2009,Tim Southee,2009
10.0,10,10,0,6.30,0.0,0.0,West Indies,Napier,01/13/2009,Tim Southee,2009
10.0,10,10,1,3.40,34.0,60.0,Australia,Perth,02/01/2009,Tim Southee,2009
10.0,10,10,1,5.70,57.0,60.0,Australia,Melbourne,02/06/2009,Tim Southee,2009
10.0,10,10,0,5.20,0.0,0.0,Australia,Sydney,02/08/2009,Tim Southee,2009
10.0,10,10,1,6.10,61.0,60.0,Australia,Adelaide,02/10/2009,Tim Southee,2009
5.0,5,5,0,9.80,0.0,0.0,Australia,Brisbane,02/13/2009,Tim Southee,2009
10.0,10,10,0,10.50,0.0,0.0,India,Christchurch,03/08/2009,Tim Southee,2009
10.0,10,10,1,5.40,54.0,60.0,Pakistan,Abu Dhabi,11/03/2009,Tim Southee,2009
8.0,8,8,1,6.00,48.0,48.0,Pakistan,Abu Dhabi,11/06/2009,Tim Southee,2009
10.0,10,10,2,2.60,13.0,30.0,Pakistan,Abu Dhabi,11/09/2009,Tim Southee,2009
7.0,7,7,0,4.85,0.0,0.0,Bangladesh,Napier,02/05/2010,Tim Southee,2010
10.0,10,10,3,3.70,12.33,20.0,Bangladesh,Christchurch,02/11/2010,Tim Southee,2010
8.0,8,8,1,8.25,66.0,48.0,Australia,Napier,03/03/2010,Tim Southee,2010
10.0,10,10,0,5.70,0.0,0.0,Australia,Auckland,03/06/2010,Tim Southee,2010
10.0,10,10,1,4.30,43.0,60.0,Australia,Hamilton,03/09/2010,Tim Southee,2010
5.1,5,5,0,10.64,0.0,0.0,Australia,Auckland,03/11/2010,Tim Southee,2010
9.0,9,9,4,4.00,9.0,13.5,Australia,Wellington,03/13/2010,Tim Southee,2010
6.0,6,6,1,6.83,41.0,36.0,Sri Lanka,Dambulla,08/13/2010,Tim Southee,2010
10.0,10,10,4,4.90,12.25,15.0,India,Dambulla,08/25/2010,Tim Southee,2010
7.0,7,7,0,5.28,0.0,0.0,Bangladesh,Dhaka,10/05/2010,Tim Southee,2010
3.0,3,3,0,6.66,0.0,0.0,Bangladesh,Dhaka,10/11/2010,Tim Southee,2010
5.0,5,5,0,6.60,0.0,0.0,India,Jaipur,12/01/2010,Tim Southee,2010
10.0,10,10,1,6.40,64.0,60.0,India,Bengaluru,12/07/2010,Tim Southee,2010
9.3,9,9,5,3.47,6.6,11.4,Pakistan,Wellington,01/22/2011,Tim Southee,2011
2.0,2,2,0,5.00,0.0,0.0,Pakistan,Queenstown,01/26/2011,Tim Southee,2011
10.0,10,10,2,5.70,28.5,30.0,Pakistan,Christchurch,01/29/2011,Tim Southee,2011
10.0,10,10,0,7.00,0.0,0.0,Pakistan,Napier,02/01/2011,Tim Southee,2011
8.0,8,8,0,5.87,0.0,0.0,Pakistan,Auckland,02/05/2011,Tim Southee,2011
6.0,6,6,3,2.16,4.33,12.0,Kenya,Chennai,02/20/2011,Tim Southee,2011
10.0,10,10,1,4.50,45.0,60.0,Australia,Nagpur,02/25/2011,Tim Southee,2011
9.2,9,9,3,3.10,9.66,18.6,Zimbabwe,Ahmedabad,03/04/2011,Tim Southee,2011
8.0,8,8,3,3.12,8.33,16.0,Pakistan,Pallekele,03/08/2011,Tim Southee,2011
10.0,10,10,1,3.60,36.0,60.0,Canada,Mumbai,03/13/2011,Tim Southee,2011
10.0,10,10,3,6.30,21.0,20.0,Sri Lanka,Mumbai,03/18/2011,Tim Southee,2011
9.0,9,9,1,4.88,44.0,54.0,South Africa,Dhaka,03/25/2011,Tim Southee,2011
10.0,10,10,3,5.70,19.0,20.0,Sri Lanka,Colombo (RPS),03/29/2011,Tim Southee,2011
8.0,8,8,0,3.37,0.0,0.0,Zimbabwe,Dunedin,02/03/2012,Tim Southee,2012
10.0,10,10,1,5.00,50.0,60.0,Zimbabwe,Whangarei,02/06/2012,Tim Southee,2012
10.0,10,10,1,6.40,64.0,60.0,South Africa,Wellington,02/25/2012,Tim Southee,2012
8.0,8,8,0,7.62,0.0,0.0,South Africa,Napier,02/29/2012,Tim Southee,2012
7.0,7,7,0,5.28,0.0,0.0,West Indies,Kingston,07/05/2012,Tim Southee,2012
10.0,10,10,3,5.50,18.33,20.0,West Indies,Kingston,07/07/2012,Tim Southee,2012
6.0,6,6,1,2.33,14.0,36.0,West Indies,Basseterre,07/11/2012,Tim Southee,2012
9.5,9,9,3,5.38,17.66,19.6,West Indies,Basseterre,07/14/2012,Tim Southee,2012
10.0,10,10,3,3.70,12.33,20.0,West Indies,Basseterre,07/16/2012,Tim Southee,2012
4.0,4,4,0,4.00,0.0,0.0,Sri Lanka,Pallekele,11/04/2012,Tim Southee,2012
7.0,7,7,1,7.14,50.0,42.0,Sri Lanka,Pallekele,11/06/2012,Tim Southee,2012
7.0,7,7,1,4.57,32.0,42.0,Sri Lanka,Hambantota,11/10/2012,Tim Southee,2012
5.3,5,5,3,3.27,6.0,11.0,Sri Lanka,Hambantota,11/12/2012,Tim Southee,2012
9.0,9,9,1,6.00,54.0,54.0,England,Napier,02/20/2013,Tim Southee,2013
10.0,10,10,3,4.80,16.0,20.0,England,Auckland,02/23/2013,Tim Southee,2013
10.0,10,10,3,3.70,12.33,20.0,England,Lord's,05/31/2013,Tim Southee,2013
9.0,9,9,0,7.22,0.0,0.0,England,Nottingham,06/05/2013,Tim Southee,2013
7.0,7,7,0,3.57,0.0,0.0,Sri Lanka,Cardiff,06/09/2013,Tim Southee,2013
4.0,4,4,0,6.50,0.0,0.0,Australia,Birmingham,06/12/2013,Tim Southee,2013
10.0,10,10,3,3.40,11.33,20.0,Bangladesh,Dhaka,10/29/2013,Tim Southee,2013
10.0,10,10,0,4.50,0.0,0.0,Bangladesh,Dhaka,10/31/2013,Tim Southee,2013
5.0,5,5,0,4.20,0.0,0.0,West Indies,Nelson,01/04/2014,Tim Southee,2014
10.0,10,10,0,6.40,0.0,0.0,West Indies,Hamilton,01/08/2014,Tim Southee,2014
9.4,9,9,1,4.44,43.0,58.0,India,Napier,01/19/2014,Tim Southee,2014
9.0,9,9,4,8.00,18.0,13.5,India,Hamilton,01/22/2014,Tim Southee,2014
10.0,10,10,1,7.40,74.0,60.0,India,Auckland,01/25/2014,Tim Southee,2014
10.0,10,10,2,3.60,18.0,30.0,India,Hamilton,01/28/2014,Tim Southee,2014
10.0,10,10,2,5.00,25.0,30.0,South Africa,Mount Maunganui,10/24/2014,Tim Southee,2014
7.4,7,7,0,3.78,0.0,0.0,South Africa,Hamilton,10/27/2014,Tim Southee,2014
10.0,10,10,3,5.90,19.66,20.0,Sri Lanka,Nelson,01/20/2015,Tim Southee,2015
7.4,7,7,2,5.47,21.0,23.0,Sri Lanka,Dunedin,01/23/2015,Tim Southee,2015
10.0,10,10,2,5.00,25.0,30.0,Sri Lanka,Wellington,01/29/2015,Tim Southee,2015
8.0,8,8,2,6.50,26.0,24.0,Pakistan,Napier,02/03/2015,Tim Southee,2015
10.0,10,10,2,4.30,21.5,30.0,Sri Lanka,Christchurch,02/14/2015,Tim Southee,2015
8.0,8,8,2,4.37,17.5,24.0,Scotland,Dunedin,02/17/2015,Tim Southee,2015
9.0,9,9,7,3.66,4.71,7.7,England,Wellington,02/20/2015,Tim Southee,2015
9.0,9,9,2,7.22,32.5,27.0,Australia,Auckland,02/28/2015,Tim Southee,2015
10.0,10,10,0,4.30,0.0,0.0,Afghanistan,Napier,03/08/2015,Tim Southee,2015
10.0,10,10,0,5.10,0.0,0.0,Bangladesh,Hamilton,03/13/2015,Tim Southee,2015
8.0,8,8,2,10.25,41.0,24.0,West Indies,Wellington,03/21/2015,Tim Southee,2015
9.0,9,9,0,6.11,0.0,0.0,South Africa,Auckland,03/24/2015,Tim Southee,2015
8.0,8,8,0,8.12,0.0,0.0,Australia,Melbourne,03/29/2015,Tim Southee,2015
9.0,9,9,0,7.55,0.0,0.0,England,The Oval,06/12/2015,Tim Southee,2015
8.2,8,8,3,5.28,14.66,16.6,England,Southampton,06/14/2015,Tim Southee,2015
10.0,10,10,1,7.00,70.0,60.0,England,Nottingham,06/17/2015,Tim Southee,2015
4.0,4,4,0,7.00,0.0,0.0,England,Chester-le-Street,06/20/2015,Tim Southee,2015
6.0,6,6,0,7.33,0.0,0.0,Sri Lanka,Nelson,12/31/2015,Tim Southee,2015
9.0,9,9,0,6.33,0.0,0.0,India,Dharamsala,10/16/2016,Tim Southee,2016
9.3,9,9,3,5.47,17.33,19.0,India,Delhi,10/20/2016,Tim Southee,2016
10.0,10,10,1,5.50,55.0,60.0,India,Mohali,10/23/2016,Tim Southee,2016
9.0,9,9,3,4.44,13.33,18.0,India,Ranchi,10/26/2016,Tim Southee,2016
10.0,10,10,0,5.60,0.0,0.0,India,Visakhapatnam,10/29/2016,Tim Southee,2016
10.0,10,10,2,6.30,31.5,30.0,Australia,Canberra,12/06/2016,Tim Southee,2016
10.0,10,10,0,4.50,0.0,0.0,Australia,Melbourne,12/09/2016,Tim Southee,2016
9.5,9,9,2,6.40,31.5,29.5,Bangladesh,Christchurch,12/26/2016,Tim Southee,2016
9.0,9,9,2,3.66,16.5,27.0,Bangladesh,Nelson,12/29/2016,Tim Southee,2016
10.0,10,10,1,4.50,45.0,60.0,Bangladesh,Nelson,12/31/2016,Tim Southee,2016
10.0,10,10,1,6.30,63.0,60.0,Australia,Auckland,01/30/2017,Tim Southee,2017
8.0,8,8,0,4.87,0.0,0.0,Australia,Hamilton,02/05/2017,Tim Southee,2017
6.5,6,6,2,6.87,23.5,20.5,South Africa,Hamilton,02/19/2017,Tim Southee,2017
10.0,10,10,1,6.00,60.0,60.0,South Africa,Christchurch,02/22/2017,Tim Southee,2017
10.0,10,10,1,6.60,66.0,60.0,South Africa,Wellington,02/25/2017,Tim Southee,2017
10.0,10,10,1,7.00,70.0,60.0,South Africa,Hamilton,03/01/2017,Tim Southee,2017
10.0,10,10,0,4.00,0.0,0.0,South Africa,Auckland,03/04/2017,Tim Southee,2017
3.0,3,3,0,5.00,0.0,0.0,Australia,Birmingham,06/02/2017,Tim Southee,2017
9.3,9,9,2,4.63,22.0,28.5,England,Cardiff,06/06/2017,Tim Southee,2017
9.0,9,9,3,5.00,15.0,18.0,Bangladesh,Cardiff,06/09/2017,Tim Southee,2017
10.0,10,10,3,7.30,24.33,20.0,India,Mumbai,10/22/2017,Tim Southee,2017
9.0,9,9,1,6.66,60.0,54.0,India,Pune,10/25/2017,Tim Southee,2017
10.0,10,10,2,6.60,33.0,30.0,India,Kanpur,10/29/2017,Tim Southee,2017
10.0,10,10,0,4.90,0.0,0.0,West Indies,Whangarei,12/20/2017,Tim Southee,2017
6.1,6,6,3,3.56,7.33,12.3,Pakistan,Wellington,01/06/2018,Tim Southee,2018
10.0,10,10,2,5.70,28.5,30.0,Pakistan,Nelson,01/09/2018,Tim Southee,2018
7.0,7,7,0,2.71,0.0,0.0,Pakistan,Dunedin,01/13/2018,Tim Southee,2018
8.0,8,8,3,5.50,14.66,16.0,Pakistan,Hamilton,01/16/2018,Tim Southee,2018
9.0,9,9,0,5.11,0.0,0.0,Pakistan,Wellington,01/19/2018,Tim Southee,2018
10.0,10,10,0,4.70,0.0,0.0,England,Hamilton,02/25/2018,Tim Southee,2018
7.0,7,7,0,7.85,0.0,0.0,England,Mount Maunganui,02/28/2018,Tim Southee,2018
10.0,10,10,1,4.80,48.0,60.0,England,Wellington,03/03/2018,Tim Southee,2018
10.0,10,10,1,8.70,87.0,60.0,England,Dunedin,03/07/2018,Tim Southee,2018
5.0,5,5,0,4.00,0.0,0.0,England,Christchurch,03/10/2018,Tim Southee,2018
9.0,9,9,1,3.44,31.0,54.0,Pakistan,Abu Dhabi,11/07/2018,Tim Southee,2018
9.3,9,9,0,5.05,0.0,0.0,Pakistan,Abu Dhabi,11/09/2018,Tim Southee,2018
8.0,8,8,1,8.50,68.0,48.0,Sri Lanka,Mount Maunganui,01/05/2019,Tim Southee,2019
7.0,7,7,1,6.57,46.0,42.0,Sri Lanka,Nelson,01/08/2019,Tim Southee,2019
6.5,6,6,0,5.26,0.0,0.0,India,Napier,01/23/2019,Tim Southee,2019
9.2,9,9,6,6.96,10.83,9.3,Bangladesh,Dunedin,02/20/2019,Tim Southee,2019
3.0,3,3,1,0.66,2.0,18.0,India,Dambulla,08/10/2010,Kane Williamson ,2010
1.0,1,1,0,6.00,0.0,0.0,Sri Lanka,Dambulla,08/13/2010,Kane Williamson ,2010
6.0,6,6,0,2.83,0.0,0.0,Sri Lanka,Dambulla,08/19/2010,Kane Williamson ,2010
4.0,4,4,0,5.75,0.0,0.0,India,Dambulla,08/25/2010,Kane Williamson ,2010
2.0,2,2,0,7.50,0.0,0.0,Bangladesh,Dhaka,10/14/2010,Kane Williamson ,2010
1.0,1,1,0,11.00,0.0,0.0,India,Guwahati,11/28/2010,Kane Williamson ,2010
4.0,4,4,0,7.25,0.0,0.0,India,Jaipur,12/01/2010,Kane Williamson ,2010
4.0,4,4,0,6.50,0.0,0.0,Canada,Mumbai,03/13/2011,Kane Williamson ,2011
1.0,1,1,0,4.00,0.0,0.0,Sri Lanka,Mumbai,03/18/2011,Kane Williamson ,2011
1.0,1,1,0,7.00,0.0,0.0,Zimbabwe,Harare,10/22/2011,Kane Williamson ,2011
3.0,3,3,1,5.33,16.0,18.0,Zimbabwe,Whangarei,02/06/2012,Kane Williamson ,2012
3.0,3,3,2,4.33,6.5,9.0,Zimbabwe,Napier,02/09/2012,Kane Williamson ,2012
0.2,0,0,0,6.00,0.0,0.0,South Africa,Wellington,02/25/2012,Kane Williamson ,2012
1.0,1,1,0,4.00,0.0,0.0,South Africa,Auckland,03/03/2012,Kane Williamson ,2012
1.0,1,1,0,8.00,0.0,0.0,West Indies,Kingston,07/07/2012,Kane Williamson ,2012
5.0,5,5,1,7.20,36.0,30.0,West Indies,Basseterre,07/16/2012,Kane Williamson ,2012
7.2,7,7,4,3.00,5.5,11.0,South Africa,Paarl,01/19/2013,Kane Williamson ,2013
3.0,3,3,0,7.33,0.0,0.0,South Africa,Kimberley,01/22/2013,Kane Williamson ,2013
8.0,8,8,2,5.00,20.0,24.0,South Africa,Potchefstroom,01/25/2013,Kane Williamson ,2013
2.2,2,2,0,5.14,0.0,0.0,England,Hamilton,02/17/2013,Kane Williamson ,2013
8.0,8,8,1,4.87,39.0,48.0,England,Napier,02/20/2013,Kane Williamson ,2013
1.0,1,1,0,9.00,0.0,0.0,England,Auckland,02/23/2013,Kane Williamson ,2013
6.0,6,6,1,6.33,38.0,36.0,England,Lord's,05/31/2013,Kane Williamson ,2013
4.0,4,4,2,6.25,12.5,12.0,England,Southampton,06/02/2013,Kane Williamson ,2013
9.0,9,9,1,4.66,42.0,54.0,England,Nottingham,06/05/2013,Kane Williamson ,2013
2.0,2,2,0,8.00,0.0,0.0,Sri Lanka,Cardiff,06/09/2013,Kane Williamson ,2013
10.0,10,10,1,5.60,56.0,60.0,Australia,Birmingham,06/12/2013,Kane Williamson ,2013
2.0,2,2,0,10.00,0.0,0.0,England,Cardiff,06/16/2013,Kane Williamson ,2013
4.0,4,4,0,5.00,0.0,0.0,Bangladesh,Dhaka,10/29/2013,Kane Williamson ,2013
8.0,8,8,1,3.75,30.0,48.0,West Indies,Nelson,01/04/2014,Kane Williamson ,2014
4.0,4,4,1,7.50,30.0,24.0,West Indies,Hamilton,01/08/2014,Kane Williamson ,2014
1.3,1,1,1,6.00,9.0,9.0,India,Napier,01/19/2014,Kane Williamson ,2014
2.0,2,2,0,8.50,0.0,0.0,India,Auckland,01/25/2014,Kane Williamson ,2014
3.0,3,3,1,8.66,26.0,18.0,India,Hamilton,01/28/2014,Kane Williamson ,2014
4.0,4,4,2,4.75,9.5,12.0,India,Wellington,01/31/2014,Kane Williamson ,2014
2.0,2,2,0,6.50,0.0,0.0,Pakistan,Abu Dhabi,12/17/2014,Kane Williamson ,2014
5.0,5,5,0,3.60,0.0,0.0,Pakistan,Abu Dhabi,12/19/2014,Kane Williamson ,2014
7.0,7,7,1,7.14,50.0,42.0,Sri Lanka,Nelson,01/20/2015,Kane Williamson ,2015
2.0,2,2,0,9.00,0.0,0.0,Sri Lanka,Dunedin,01/25/2015,Kane Williamson ,2015
2.0,2,2,0,5.50,0.0,0.0,Sri Lanka,Wellington,01/29/2015,Kane Williamson ,2015
1.0,1,1,0,7.00,0.0,0.0,Sri Lanka,Christchurch,02/14/2015,Kane Williamson ,2015
1.0,1,1,0,5.00,0.0,0.0,South Africa,Auckland,03/24/2015,Kane Williamson ,2015
2.0,2,2,1,6.00,12.0,12.0,England,Southampton,06/14/2015,Kane Williamson ,2015
4.0,4,4,0,7.00,0.0,0.0,England,Nottingham,06/17/2015,Kane Williamson ,2015
2.0,2,2,0,5.00,0.0,0.0,Zimbabwe,Harare,08/02/2015,Kane Williamson ,2015
6.0,6,6,0,5.16,0.0,0.0,Zimbabwe,Harare,08/04/2015,Kane Williamson ,2015
3.0,3,3,1,7.66,23.0,18.0,Zimbabwe,Harare,08/07/2015,Kane Williamson ,2015
8.0,8,8,0,4.75,0.0,0.0,Sri Lanka,Nelson,12/31/2015,Kane Williamson ,2015
2.0,2,2,0,5.50,0.0,0.0,Sri Lanka,Mount Maunganui,01/05/2016,Kane Williamson ,2016
2.0,2,2,1,5.50,11.0,12.0,Pakistan,Wellington,01/25/2016,Kane Williamson ,2016
2.0,2,2,0,8.00,0.0,0.0,Australia,Wellington,02/06/2016,Kane Williamson ,2016
1.0,1,1,0,3.00,0.0,0.0,Australia,Melbourne,12/09/2016,Kane Williamson ,2016
5.0,5,5,3,4.40,7.33,10.0,Bangladesh,Nelson,12/29/2016,Kane Williamson ,2016
8.0,8,8,1,3.00,24.0,48.0,Bangladesh,Nelson,12/31/2016,Kane Williamson ,2016
7.0,7,7,1,6.28,44.0,42.0,Australia,Hamilton,02/05/2017,Kane Williamson ,2017
2.0,2,2,1,8.50,17.0,12.0,South Africa,Hamilton,02/19/2017,Kane Williamson ,2017
3.0,3,3,0,5.33,0.0,0.0,South Africa,Christchurch,02/22/2017,Kane Williamson ,2017
3.0,3,3,0,5.66,0.0,0.0,South Africa,Hamilton,03/01/2017,Kane Williamson ,2017
2.0,2,2,0,9.50,0.0,0.0,Bangladesh,Cardiff,06/09/2017,Kane Williamson ,2017
10.0,10,10,2,3.20,16.0,30.0,Pakistan,Hamilton,01/16/2018,Kane Williamson ,2018
1.0,1,1,0,7.00,0.0,0.0,Pakistan,Abu Dhabi,11/09/2018,Kane Williamson ,2018
2.0,2,2,0,4.00,0.0,0.0,Sri Lanka,Mount Maunganui,01/05/2019,Kane Williamson ,2019
5.0,5,5,0,4.80,0.0,0.0,Sri Lanka,Nelson,01/08/2019,Kane Williamson ,2019
9.0,9,9,1,2.55,23.0,54.0,Pakistan,Delhi,01/06/2013,Mohammed Shami,2013
4.0,4,4,1,6.00,24.0,24.0,England,Kochi,01/15/2013,Mohammed Shami,2013
8.0,8,8,1,2.87,23.0,48.0,England,Ranchi,01/19/2013,Mohammed Shami,2013
8.0,8,8,0,7.25,0.0,0.0,England,Mohali,01/23/2013,Mohammed Shami,2013
9.0,9,9,1,5.11,46.0,54.0,England,Dharamsala,01/27/2013,Mohammed Shami,2013
10.0,10,10,0,6.80,0.0,0.0,Sri Lanka,Kingston,07/02/2013,Mohammed Shami,2013
10.0,10,10,1,4.50,45.0,60.0,Zimbabwe,Harare,07/24/2013,Mohammed Shami,2013
10.0,10,10,1,5.20,52.0,60.0,Zimbabwe,Harare,07/26/2013,Mohammed Shami,2013
9.0,9,9,2,2.77,12.5,27.0,Zimbabwe,Harare,07/28/2013,Mohammed Shami,2013
8.0,8,8,1,4.25,34.0,48.0,Zimbabwe,Bulawayo,08/01/2013,Mohammed Shami,2013
7.0,7,7,1,3.85,27.0,42.0,Zimbabwe,Bulawayo,08/03/2013,Mohammed Shami,2013
8.0,8,8,3,5.25,14.0,16.0,Australia,Ranchi,10/23/2013,Mohammed Shami,2013
8.0,8,8,1,8.25,66.0,48.0,Australia,Nagpur,10/30/2013,Mohammed Shami,2013
8.1,8,8,3,6.36,17.33,16.3,Australia,Bengaluru,11/02/2013,Mohammed Shami,2013
6.0,6,6,1,4.66,28.0,36.0,West Indies,Kochi,11/21/2013,Mohammed Shami,2013
7.0,7,7,2,7.85,27.5,21.0,West Indies,Visakhapatnam,11/24/2013,Mohammed Shami,2013
10.0,10,10,1,4.90,49.0,60.0,West Indies,Kanpur,11/27/2013,Mohammed Shami,2013
10.0,10,10,3,6.80,22.66,20.0,South Africa,Johannesburg,12/05/2013,Mohammed Shami,2013
8.0,8,8,3,6.00,16.0,16.0,South Africa,Durban,12/08/2013,Mohammed Shami,2013
10.0,10,10,3,6.90,23.0,20.0,South Africa,Centurion,12/11/2013,Mohammed Shami,2013
9.0,9,9,4,6.11,13.75,13.5,New Zealand,Napier,01/19/2014,Mohammed Shami,2014
7.0,7,7,3,7.85,18.33,14.0,New Zealand,Hamilton,01/22/2014,Mohammed Shami,2014
10.0,10,10,2,8.40,42.0,30.0,New Zealand,Auckland,01/25/2014,Mohammed Shami,2014
8.0,8,8,1,7.62,61.0,48.0,New Zealand,Hamilton,01/28/2014,Mohammed Shami,2014
10.0,10,10,1,6.10,61.0,60.0,New Zealand,Wellington,01/31/2014,Mohammed Shami,2014
10.0,10,10,4,5.00,12.5,15.0,Bangladesh,Fatullah,02/26/2014,Mohammed Shami,2014
10.0,10,10,3,8.10,27.0,20.0,Sri Lanka,Fatullah,02/28/2014,Mohammed Shami,2014
10.0,10,10,0,4.90,0.0,0.0,Pakistan,Dhaka,03/02/2014,Mohammed Shami,2014
7.2,7,7,2,6.81,25.0,22.0,Afghanistan,Dhaka,03/05/2014,Mohammed Shami,2014
6.0,6,6,2,5.33,16.0,18.0,England,Cardiff,08/27/2014,Mohammed Shami,2014
9.0,9,9,1,4.44,40.0,54.0,England,Nottingham,08/30/2014,Mohammed Shami,2014
7.3,7,7,3,3.73,9.33,15.0,England,Birmingham,09/02/2014,Mohammed Shami,2014
10.0,10,10,2,5.20,26.0,30.0,England,Leeds,09/05/2014,Mohammed Shami,2014
9.0,9,9,4,7.33,16.5,13.5,West Indies,Kochi,10/08/2014,Mohammed Shami,2014
9.3,9,9,4,3.78,9.0,14.2,West Indies,Delhi,10/11/2014,Mohammed Shami,2014
9.1,9,9,2,7.85,36.0,27.5,West Indies,Dharamsala,10/17/2014,Mohammed Shami,2014
8.1,8,8,1,5.38,44.0,49.0,Australia,Melbourne,01/18/2015,Mohammed Shami,2015
4.0,4,4,0,5.75,0.0,0.0,England,Brisbane,01/20/2015,Mohammed Shami,2015
9.0,9,9,1,3.44,31.0,54.0,England,Perth,01/30/2015,Mohammed Shami,2015
9.0,9,9,4,3.88,8.75,13.5,Pakistan,Adelaide,02/15/2015,Mohammed Shami,2015
8.0,8,8,2,3.75,15.0,24.0,South Africa,Melbourne,02/22/2015,Mohammed Shami,2015
8.0,8,8,3,4.37,11.66,16.0,West Indies,Perth,03/06/2015,Mohammed Shami,2015
9.0,9,9,3,4.55,13.66,18.0,Ireland,Hamilton,03/10/2015,Mohammed Shami,2015
9.0,9,9,3,5.33,16.0,18.0,Zimbabwe,Auckland,03/14/2015,Mohammed Shami,2015
8.0,8,8,2,4.62,18.5,24.0,Bangladesh,Melbourne,03/19/2015,Mohammed Shami,2015
10.0,10,10,0,6.80,0.0,0.0,Australia,Sydney,03/26/2015,Mohammed Shami,2015
10.0,10,10,0,3.30,0.0,0.0,West Indies,North Sound,07/02/2017,Mohammed Shami,2017
